date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:31:52	1767/1767	---M--	200	added ('OK')	text/css	etag:%226e7-5eb776e329e80%22	https://www.sagdiclar.com/frontend/assets/css/slick.css	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/assets/css/slick.css	(from https://www.sagdiclar.com/)
20:31:52	5882/5882	---M--	200	added ('OK')	text/css	etag:%2216fa-5eb776e329e80%22	https://www.sagdiclar.com/frontend/assets/css/bootstrap-select.min.css	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/assets/css/bootstrap-select.min.css	(from https://www.sagdiclar.com/)
20:31:52	6913/6913	---M--	200	added ('OK')	image/png	etag:%221b01-5eb776e329e80%22	https://www.sagdiclar.com/frontend/image/title-logo.png	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/image/title-logo.png	(from https://www.sagdiclar.com/)
20:31:53	25953/25953	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Sep%202025%2017:31:53%20GMT	https://www.sagdiclar.com/kurumsal/hakkimizda	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/kurumsal/hakkimizda.html	(from https://www.sagdiclar.com/)
20:31:54	24420/24420	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Sep%202025%2017:31:54%20GMT	https://www.sagdiclar.com/kurumsal/markalarimiz	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/kurumsal/markalarimiz.html	(from https://www.sagdiclar.com/)
20:31:54	32366/32366	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Sep%202025%2017:31:54%20GMT	https://www.sagdiclar.com/kurumsal/tarihcemiz	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/kurumsal/tarihcemiz.html	(from https://www.sagdiclar.com/)
20:31:55	23708/23708	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Sep%202025%2017:31:55%20GMT	https://www.sagdiclar.com/kurumsal/sirket-degerlerimiz	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/kurumsal/sirket-degerlerimiz.html	(from https://www.sagdiclar.com/)
20:31:55	22908/22908	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Sep%202025%2017:31:55%20GMT	https://www.sagdiclar.com/kurumsal/yonetim-kurulumuz	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/kurumsal/yonetim-kurulumuz.html	(from https://www.sagdiclar.com/)
20:31:56	25598/25598	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Sep%202025%2017:31:56%20GMT	https://www.sagdiclar.com/grup-sirketlerimiz/sagdiclar-balikcilik	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/grup-sirketlerimiz/sagdiclar-balikcilik.html	(from https://www.sagdiclar.com/)
20:31:57	23308/23308	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Sep%202025%2017:31:57%20GMT	https://www.sagdiclar.com/grup-sirketlerimiz/ideal-hipermarketleri	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/grup-sirketlerimiz/ideal-hipermarketleri.html	(from https://www.sagdiclar.com/)
20:31:57	24026/24026	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Sep%202025%2017:31:57%20GMT	https://www.sagdiclar.com/grup-sirketlerimiz/balik-ye	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/grup-sirketlerimiz/balik-ye.html	(from https://www.sagdiclar.com/)
20:31:58	23577/23577	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Sep%202025%2017:31:58%20GMT	https://www.sagdiclar.com/grup-sirketlerimiz/saveas-yazilim	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/grup-sirketlerimiz/saveas-yazilim.html	(from https://www.sagdiclar.com/)
20:31:58	24233/24233	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Sep%202025%2017:31:58%20GMT	https://www.sagdiclar.com/faaliyet-alanlarimiz/e-ticaret	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/faaliyet-alanlarimiz/e-ticaret.html	(from https://www.sagdiclar.com/)
20:31:59	25420/25420	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Sep%202025%2017:31:59%20GMT	https://www.sagdiclar.com/faaliyet-alanlarimiz/balikcilik	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/faaliyet-alanlarimiz/balikcilik.html	(from https://www.sagdiclar.com/)
20:32:00	23601/23601	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Sep%202025%2017:32:00%20GMT	https://www.sagdiclar.com/faaliyet-alanlarimiz/restoran	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/faaliyet-alanlarimiz/restoran.html	(from https://www.sagdiclar.com/)
20:32:00	24123/24123	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Sep%202025%2017:32:00%20GMT	https://www.sagdiclar.com/faaliyet-alanlarimiz/toptan-perakende	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/faaliyet-alanlarimiz/toptan-perakende.html	(from https://www.sagdiclar.com/)
20:32:01	23566/23566	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Sep%202025%2017:32:01%20GMT	https://www.sagdiclar.com/faaliyet-alanlarimiz/gida	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/faaliyet-alanlarimiz/gida.html	(from https://www.sagdiclar.com/)
20:32:01	23624/23624	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Sep%202025%2017:32:01%20GMT	https://www.sagdiclar.com/faaliyet-alanlarimiz/yazilim	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/faaliyet-alanlarimiz/yazilim.html	(from https://www.sagdiclar.com/)
20:32:02	28306/28306	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Sep%202025%2017:32:02%20GMT	https://www.sagdiclar.com/iletisim	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/iletisim.html	(from https://www.sagdiclar.com/)
20:32:02	346/346	---M-Z	302	error ('Found')	text/html	date:Tue,%2009%20Sep%202025%2017:32:02%20GMT	https://www.sagdiclar.com/set-language/TR	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/set-language/TR	(from https://www.sagdiclar.com/)
20:32:03	346/346	---M-Z	302	error ('Found')	text/html	date:Tue,%2009%20Sep%202025%2017:32:03%20GMT	https://www.sagdiclar.com/set-language/EN	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/set-language/EN	(from https://www.sagdiclar.com/)
20:32:03	242212/242212	---M--	200	added ('OK')	image/jpeg	etag:%223b224-5f3a406556880%22	https://www.sagdiclar.com/storage/images/sliders/pbalikccedililikp-2023-02-01-141129.jpg	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/storage/images/sliders/pbalikccedililikp-2023-02-01-141129.jpg	(from https://www.sagdiclar.com/)
20:32:03	236009/236009	---M--	200	added ('OK')	image/jpeg	etag:%22399e9-5f3a409f831c0%22	https://www.sagdiclar.com/storage/images/sliders/pgidap-2023-02-01-141230.jpg	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/storage/images/sliders/pgidap-2023-02-01-141230.jpg	(from https://www.sagdiclar.com/)
20:32:03	214604/214604	---M--	200	added ('OK')	image/jpeg	etag:%223464c-5f3a40c791040%22	https://www.sagdiclar.com/storage/images/sliders/pyazilimp-2023-02-01-141313.jpg	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/storage/images/sliders/pyazilimp-2023-02-01-141313.jpg	(from https://www.sagdiclar.com/)
20:32:04	130095/130095	---M--	200	added ('OK')	image/jpeg	etag:%221fc2f-5f3a4100c9740%22	https://www.sagdiclar.com/storage/images/sliders/pe-ticaretp-2023-02-01-141413.jpg	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/storage/images/sliders/pe-ticaretp-2023-02-01-141413.jpg	(from https://www.sagdiclar.com/)
20:32:04	23977/23977	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Sep%202025%2017:32:04%20GMT	https://www.sagdiclar.com/our-activity-fields/fishery	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/our-activity-fields/fishery.html	(from https://www.sagdiclar.com/)
20:32:05	22112/22112	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Sep%202025%2017:32:05%20GMT	https://www.sagdiclar.com/our-activity-fields/ideal-hipermarkets	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/our-activity-fields/ideal-hipermarkets.html	(from https://www.sagdiclar.com/)
20:32:06	22467/22467	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Sep%202025%2017:32:06%20GMT	https://www.sagdiclar.com/our-activity-fields/software	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/our-activity-fields/software.html	(from https://www.sagdiclar.com/)
20:32:06	22922/22922	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Sep%202025%2017:32:06%20GMT	https://www.sagdiclar.com/our-activity-fields/e-commerce	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/our-activity-fields/e-commerce.html	(from https://www.sagdiclar.com/)
20:32:06	5536191/5536191	---M--	200	added ('OK')	video/mp4	etag:%225479bf-5ff0d1ca84200%22	https://www.sagdiclar.com/frontend/assets/videos/somon-hasadi.mp4	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/assets/videos/somon-hasadi.mp4	(from https://www.sagdiclar.com/)
20:32:07	15119/15119	---M--	200	added ('OK')	text/html	etag:%223b0f-5f10d98ae9380%22	https://www.sagdiclar.com/storage/images/reference/sagdiclar-2022-12-30-155302png	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/storage/images/reference/sagdiclar-2022-12-30-155302png.html	(from https://www.sagdiclar.com/)
20:32:07	8838/8838	---M--	200	added ('OK')	text/html	etag:%222286-5f10d9928a580%22	https://www.sagdiclar.com/storage/images/reference/ideal-2022-12-30-155310png	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/storage/images/reference/ideal-2022-12-30-155310png.html	(from https://www.sagdiclar.com/)
20:32:07	5431/5431	---M--	200	added ('OK')	text/html	etag:%221537-5f10da2938900%22	https://www.sagdiclar.com/storage/images/reference/balikye-2022-12-30-155548jpg	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/storage/images/reference/balikye-2022-12-30-155548jpg.html	(from https://www.sagdiclar.com/)
20:32:07	5318/5318	---M--	200	added ('OK')	text/html	etag:%2214c6-5f10da5146780%22	https://www.sagdiclar.com/storage/images/reference/saveas-2022-12-30-155630png	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/storage/images/reference/saveas-2022-12-30-155630png.html	(from https://www.sagdiclar.com/)
20:32:08	288580/288580	---M--	200	added ('OK')	application/javascript	etag:%2246744-5eb776e329e80%22	https://www.sagdiclar.com/frontend/assets/js/jquery-3.6.0.min.js	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/assets/js/jquery-3.6.0.min.js	(from https://www.sagdiclar.com/)
20:32:08	13424/13424	---M--	200	added ('OK')	application/javascript	etag:%223470-5eb776e329e80%22	https://www.sagdiclar.com/frontend/assets/js/jquery-migrate-3.4.0.min.js	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/assets/js/jquery-migrate-3.4.0.min.js	(from https://www.sagdiclar.com/)
20:32:08	39680/39680	---M--	200	added ('OK')	application/javascript	etag:%229b00-5eb776e329e80%22	https://www.sagdiclar.com/frontend/js/bootstrap.min.js	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/js/bootstrap.min.js	(from https://www.sagdiclar.com/)
20:32:08	55880/55880	---M--	200	added ('OK')	application/javascript	etag:%22da48-5eb776e329e80%22	https://www.sagdiclar.com/frontend/assets/glightbox/js/glightbox.min.js	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/assets/glightbox/js/glightbox.min.js	(from https://www.sagdiclar.com/)
20:32:08	41953/41953	---M--	200	added ('OK')	application/javascript	etag:%22a3e1-5eb776e329e80%22	https://www.sagdiclar.com/frontend/assets/js/slick.min.js	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/assets/js/slick.min.js	(from https://www.sagdiclar.com/)
20:32:09	23345/23345	---M--	200	added ('OK')	application/javascript	etag:%225b31-5eb776e329e80%22	https://www.sagdiclar.com/frontend/assets/js/bootstrap-select.min.js	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/assets/js/bootstrap-select.min.js	(from https://www.sagdiclar.com/)
20:32:09	21817/21817	---M--	200	added ('OK')	application/javascript	etag:%225539-5eb776e329e80%22	https://www.sagdiclar.com/frontend/assets/js/jquery.flexslider-min.js	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/assets/js/jquery.flexslider-min.js	(from https://www.sagdiclar.com/)
20:32:09	2668/2668	---M--	200	added ('OK')	application/javascript	etag:%22a6c-5eb776e329e80%22	https://www.sagdiclar.com/frontend/assets/js/jquery.placeholder.min.js	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/assets/js/jquery.placeholder.min.js	(from https://www.sagdiclar.com/)
20:32:09	8182/8182	---M--	200	added ('OK')	application/javascript	etag:%221ff6-5eb776e329e80%22	https://www.sagdiclar.com/frontend/assets/js/wow.min.js	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/assets/js/wow.min.js	(from https://www.sagdiclar.com/)
20:32:10	20673/20673	---M--	200	added ('OK')	application/javascript	etag:%2250c1-5eb776e329e80%22	https://www.sagdiclar.com/frontend/assets/js/main.js	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/assets/js/main.js	(from https://www.sagdiclar.com/)
20:32:10	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-5eb776e329e80%22	https://www.sagdiclar.com/frontend/fonts/glyphicons-halflings-regular.eot	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/fonts/glyphicons-halflings-regular.eot	(from https://www.sagdiclar.com/frontend/css/bootstrap.min.css)
20:32:10	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-5eb776e329e80%22	https://www.sagdiclar.com/frontend/fonts/glyphicons-halflings-regular.eot?	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/fonts/glyphicons-halflings-regulard41d.eot	(from https://www.sagdiclar.com/frontend/css/bootstrap.min.css)
20:32:10	18028/18028	---M--	200	added ('OK')	text/html	etag:%22466c-5eb776e329e80%22	https://www.sagdiclar.com/frontend/fonts/glyphicons-halflings-regular.woff2	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/fonts/glyphicons-halflings-regular.html	(from https://www.sagdiclar.com/frontend/css/bootstrap.min.css)
20:32:10	23424/23424	---M--	200	added ('OK')	application/x-font-woff	etag:%225b80-5eb776e329e80%22	https://www.sagdiclar.com/frontend/fonts/glyphicons-halflings-regular.woff	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/fonts/glyphicons-halflings-regular.woff	(from https://www.sagdiclar.com/frontend/css/bootstrap.min.css)
20:32:11	45404/45404	---M--	200	added ('OK')	application/x-font-ttf	etag:%22b15c-5eb776e329e80%22	https://www.sagdiclar.com/frontend/fonts/glyphicons-halflings-regular.ttf	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/fonts/glyphicons-halflings-regular.ttf	(from https://www.sagdiclar.com/frontend/css/bootstrap.min.css)
20:32:11	108738/108738	---M--	200	added ('OK')	image/svg+xml	etag:%221a8c2-5eb776e329e80%22	https://www.sagdiclar.com/frontend/fonts/glyphicons-halflings-regular.svg	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/fonts/glyphicons-halflings-regular.svg	(from https://www.sagdiclar.com/frontend/css/bootstrap.min.css)
20:32:11	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5eb776e329e80%22	https://www.sagdiclar.com/frontend/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/assets/fonts/fontawesome-webfont3e6e.eot	(from https://www.sagdiclar.com/frontend/assets/css/font-awesome.min.css)
20:32:11	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5eb776e329e80%22	https://www.sagdiclar.com/frontend/assets/fonts/fontawesome-webfont.eot?	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/assets/fonts/fontawesome-webfontd41d.eot	(from https://www.sagdiclar.com/frontend/assets/css/font-awesome.min.css)
20:32:12	77160/77160	---M--	200	added ('OK')	text/html	etag:%2212d68-5eb776e329e80%22	https://www.sagdiclar.com/frontend/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/assets/fonts/fontawesome-webfont3e6e.html	(from https://www.sagdiclar.com/frontend/assets/css/font-awesome.min.css)
20:32:12	98024/98024	---M--	200	added ('OK')	application/x-font-woff	etag:%2217ee8-5eb776e329e80%22	https://www.sagdiclar.com/frontend/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/assets/fonts/fontawesome-webfont3e6e.woff	(from https://www.sagdiclar.com/frontend/assets/css/font-awesome.min.css)
20:32:12	165548/165548	---M--	200	added ('OK')	application/x-font-ttf	etag:%22286ac-5eb776e329e80%22	https://www.sagdiclar.com/frontend/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://www.sagdiclar.com/frontend/assets/css/font-awesome.min.css)
20:32:13	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%226c7db-5eb776e329e80%22	https://www.sagdiclar.com/frontend/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/assets/fonts/fontawesome-webfont3e6e.svg	(from https://www.sagdiclar.com/frontend/assets/css/font-awesome.min.css)
20:32:13	2082/2082	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22822-5eb776e329e80%22	https://www.sagdiclar.com/frontend/assets/fonts/flexslider-icon.eot	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/assets/fonts/flexslider-icon.eot	(from https://www.sagdiclar.com/frontend/assets/css/flexslider.css)
20:32:13	2082/2082	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22822-5eb776e329e80%22	https://www.sagdiclar.com/frontend/assets/fonts/flexslider-icon.eot?	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/assets/fonts/flexslider-icond41d.eot	(from https://www.sagdiclar.com/frontend/assets/css/flexslider.css)
20:32:13	1268/1268	---M--	200	added ('OK')	application/x-font-woff	etag:%224f4-5eb776e329e80%22	https://www.sagdiclar.com/frontend/assets/fonts/flexslider-icon.woff	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/assets/fonts/flexslider-icon.woff	(from https://www.sagdiclar.com/frontend/assets/css/flexslider.css)
20:32:13	1892/1892	---M--	200	added ('OK')	application/x-font-ttf	etag:%22764-5eb776e329e80%22	https://www.sagdiclar.com/frontend/assets/fonts/flexslider-icon.ttf	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/assets/fonts/flexslider-icon.ttf	(from https://www.sagdiclar.com/frontend/assets/css/flexslider.css)
20:32:13	2334/2334	---M--	200	added ('OK')	image/svg+xml	etag:%2291e-5eb776e329e80%22	https://www.sagdiclar.com/frontend/assets/fonts/flexslider-icon.svg	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/assets/fonts/flexslider-icon.svg	(from https://www.sagdiclar.com/frontend/assets/css/flexslider.css)
20:32:14	5652/5652	---M--	200	added ('OK')	image/webp	etag:%221614-5eb776e329e80%22	https://www.sagdiclar.com/frontend/assets/img/slider/1920x600-1.webp	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/assets/img/slider/1920x600-1.webp	(from https://www.sagdiclar.com/frontend/assets/css/main.css)
20:32:14	2528285/2528285	---M--	200	added ('OK')	image/jpeg	etag:%2226941d-5eb776e329e80%22	https://www.sagdiclar.com/frontend/assets/img/home-parallax.jpg	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/assets/img/home-parallax.jpg	(from https://www.sagdiclar.com/frontend/assets/css/main.css)
20:32:14	5652/5652	---M--	200	added ('OK')	image/webp	etag:%221614-5eb776e329e80%22	https://www.sagdiclar.com/frontend/assets/img/slider/1920x600-2.webp	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/assets/img/slider/1920x600-2.webp	(from https://www.sagdiclar.com/frontend/assets/css/main.css)
20:32:14	5652/5652	---M--	200	added ('OK')	image/webp	etag:%221614-5eb776e329e80%22	https://www.sagdiclar.com/frontend/assets/img/slider/1920x600-3.webp	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/assets/img/slider/1920x600-3.webp	(from https://www.sagdiclar.com/frontend/assets/css/main.css)
20:32:15	14944/14944	---M--	200	added ('OK')	image/webp	etag:%223a60-5eb776e329e80%22	https://www.sagdiclar.com/frontend/assets/img/hero/3840x1200.webp	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/assets/img/hero/3840x1200.webp	(from https://www.sagdiclar.com/frontend/assets/css/main.css)
20:32:15	14944/14944	---M--	200	added ('OK')	image/webp	etag:%223a60-5eb776e329e80%22	https://www.sagdiclar.com/frontend/assets/img/hero/3840x1200-medical.webp	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/assets/img/hero/3840x1200-medical.webp	(from https://www.sagdiclar.com/frontend/assets/css/main.css)
20:32:15	14944/14944	---M--	200	added ('OK')	image/webp	etag:%223a60-5eb776e329e80%22	https://www.sagdiclar.com/frontend/assets/img/hero/3840x1200-law.webp	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/assets/img/hero/3840x1200-law.webp	(from https://www.sagdiclar.com/frontend/assets/css/main.css)
20:32:15	6961/6961	---M--	200	added ('OK')	image/gif	etag:%221b31-5eb776e329e80%22	https://www.sagdiclar.com/frontend/assets/img/loading.gif	C:/Users/emin1/Desktop/Site%20Kopyalama/EnesAbi2/www.sagdiclar.com/frontend/assets/img/loading.gif	(from https://www.sagdiclar.com/frontend/assets/css/main.css)
